Date              ,Ashokan East Storage,Ashokan East Elevation,Ashokan West Storage,Ashokan West Elevation,Schoharie Storage,Schoharie Elevation,Rondout Storage,Rondout Elevation,Neversink Storage,Neversink Elevation,Pepacton Storage,Pepacton Elevation,Cannonsville Storage,Cannonsville Elevation
1456444800,79.26,586.25,44.88,587.69,18.42,1127.76,49.26,838.57,35.22,1439.48,129.59,1272.12,93.13,1147.04
1456531200,79.37,586.32,45.16,587.97,18.31,1126.83,49.38,838.83,35.25,1439.56,130.83,1272.84,93.66,1147.63
1456617600,79.4,586.34,45.12,587.93,18.27,1126.46,49.39,839.01,35.23,1439.52,131.65,1273.3,93.95,1147.98
1456704000,79.29,586.27,45.06,587.87,18.22,1126.33,49.27,839.01,35.16,1439.38,132.26,1273.65,94.04,1148.17
1456790400,79,586.1,45.04,587.85,18.21,1126.24,49.07,838.85,35.06,1439.18,132.61,1273.84,93.97,1148.23
1456876800,78.71,585.93,44.92,587.73,18.15,1126.2,48.88,838.54,34.95,1438.95,132.88,1273.99,93.78,1148.19
1456963200,78.41,585.75,44.75,587.56,18.12,1126.02,48.78,838.26,34.81,1438.67,132.98,1274.05,93.49,1148.07
1457049600,78.1,585.56,44.55,587.36,18.09,1125.93,48.68,838.11,34.67,1438.36,132.9,1274,93.12,1147.87
1457136000,77.8,585.38,44.31,587.12,18.06,1125.82,48.57,837.97,34.52,1438.05,132.75,1273.92,92.69,1147.63
1457222400,77.49,585.2,44.06,586.87,18.03,1125.74,48.45,837.79,34.38,1437.77,132.63,1273.85,92.25,1147.35
1457308800,77.19,585.02,43.78,586.59,18.02,1125.68,48.34,837.62,34.24,1437.48,132.54,1273.8,91.9,1147.05
1457395200,76.93,584.86,43.51,586.31,18.02,1125.65,48.19,837.45,34.1,1437.18,132.45,1273.75,91.68,1146.83
1457481600,76.71,584.72,43.2,586.01,18.03,1125.64,48.07,837.23,33.95,1436.87,132.27,1273.65,91.67,1146.68
1457568000,76.28,584.46,42.98,585.78,18.06,1125.65,48.05,837.06,33.82,1436.6,132.22,1273.62,91.9,1146.67
1457654400,75.8,584.16,43,585.81,18.04,1125.8,48.12,837.02,33.73,1436.42,132.29,1273.66,92.1,1146.83
1457740800,75.3,583.85,43.02,585.82,18.02,1125.82,48.19,837.13,33.61,1436.16,132.34,1273.69,92.22,1146.96
1457827200,74.82,583.55,43.02,585.82,18.08,1125.77,48.15,837.23,33.47,1435.87,132.41,1273.73,92.35,1147.04
1457913600,74.31,583.23,43.04,585.84,18.13,1125.73,48.16,837.18,33.39,1435.7,132.52,1273.79,92.43,1147.12
1458000000,73.9,582.99,43.2,586,18.16,1125.95,48.15,837.19,33.26,1435.44,132.58,1273.83,92.48,1147.18
1458086400,73.63,582.82,43.56,586.36,18.19,1126.07,48.31,837.17,33.09,1435.08,132.41,1273.73,92.32,1147.21
1458172800,73.35,582.64,43.94,586.74,18.19,1126.14,48.43,837.4,32.95,1434.78,132.4,1273.72,92.11,1147.11
1458259200,73.05,582.46,44.29,587.1,18.17,1126.18,48.28,837.59,32.89,1434.67,132.37,1273.7,91.99,1146.96
1458345600,72.75,582.27,44.64,587.45,18.14,1126.16,48.19,837.37,32.91,1434.71,132.41,1273.73,91.74,1146.89
1458432000,72.43,582.07,44.97,587.78,18.11,1126.1,48.14,837.23,32.92,1434.73,132.41,1273.73,91.42,1146.72
1458518400,72.06,581.84,45.31,588.12,17.97,1126.01,48.11,837.16,32.94,1434.76,132.37,1273.71,91.09,1146.51
1458604800,71.64,581.58,45.72,588.53,17.81,1125.58,47.98,837.11,32.94,1434.76,132.31,1273.67,90.76,1146.3
1458691200,71.24,581.34,46.28,589.1,17.77,1125.02,47.93,836.92,32.94,1434.77,132.02,1273.51,90.41,1146.08
1458777600,70.94,581.15,46.63,589.45,17.8,1124.93,47.9,836.84,32.93,1434.74,132.02,1273.51,90.04,1145.85
1458864000,70.86,581.1,46.71,589.52,17.81,1125.02,47.86,836.79,32.93,1434.74,132.03,1273.52,89.67,1145.6
1458950400,70.82,581.07,46.69,589.51,17.82,1125.08,47.82,836.73,32.93,1434.74,132.06,1273.53,89.26,1145.36
1459036800,70.77,581.05,46.67,589.49,17.82,1125.11,47.8,836.68,32.92,1434.72,132.06,1273.53,88.96,1145.09
1459123200,70.78,581.05,46.73,589.55,17.83,1125.08,47.76,836.65,32.97,1434.83,132.11,1273.56,88.75,1144.89
1459209600,70.76,581.04,46.78,589.6,17.82,1125.25,47.7,836.59,33.03,1434.95,132.14,1273.58,88.62,1144.75
1459296000,70.75,581.03,46.8,589.62,17.73,1125.12,47.66,836.51,33.07,1435.04,132.05,1273.53,88.51,1144.66
1459382400,70.85,581.09,46.83,589.65,17.61,1124.83,47.61,836.44,33.13,1435.16,132.06,1273.53,88.43,1144.57
1459468800,71.07,581.23,46.84,589.66,17.49,1124.47,47.69,836.36,33.18,1435.26,132.07,1273.54,88.41,1144.52
1459555200,71.37,581.41,46.82,589.63,17.38,1124.14,47.62,836.49,33.23,1435.37,132.14,1273.58,88.58,1144.51
1459641600,71.67,581.6,46.78,589.59,17.29,1123.82,47.42,836.38,33.29,1435.5,132.3,1273.67,88.8,1144.62
1459728000,71.86,581.72,46.78,589.6,17.18,1123.55,47.66,836.08,33.35,1435.62,132.51,1273.78,88.77,1144.78
1459814400,71.78,581.67,46.75,589.57,17.05,1123.24,47.94,836.44,33.36,1435.65,132.55,1273.8,88.73,1144.76
1459900800,71.71,581.63,46.69,589.51,17.18,1122.83,47.98,836.86,33.39,1435.7,132.42,1273.73,89.32,1144.73
1459987200,71.98,581.79,46.75,589.57,17.81,1122.83,48.19,836.92,33.54,1436.01,132.95,1274.03,91.5,1145.13
1460073600,72.62,582.19,47.03,589.85,18.13,1125.26,48.22,837.24,33.79,1436.54,134.22,1274.74,92.99,1146.57
1460160000,73.34,582.64,47.08,589.9,18.28,1126.41,48.08,837.27,33.93,1436.82,135.17,1275.27,94,1147.55
1460246400,74.01,583.05,47.06,589.88,18.39,1126.93,48,837.07,34.04,1437.05,135.98,1275.73,94.75,1148.21
1460332800,74.72,583.49,47.02,589.83,18.5,1126.7,48.1,836.95,34.18,1437.35,136.76,1276.17,95.24,1148.7
1460419200,75.57,584.02,46.84,589.66,18.61,1126.95,48.12,837.09,34.39,1437.79,137.54,1276.6,95.55,1149.02
1460505600,76.53,584.62,46.4,589.21,18.72,1127.29,48.35,837.12,34.57,1438.16,138.21,1276.98,95.71,1149.23
1460592000,77.46,585.18,45.94,588.75,18.78,1127.61,48.87,837.47,34.52,1438.06,138.87,1277.35,95.75,1149.33
1460678400,78.25,585.65,45.55,588.36,18.83,1127.81,49.1,838.24,34.23,1437.45,139.5,1277.7,95.73,1149.36
1460764800,78.62,585.87,45.53,588.35,18.88,1127.93,49.11,838.59,34.11,1437.21,140.04,1278,95.6,1149.35
1460851200,78.95,586.07,45.5,588.31,18.93,1128.06,49.11,838.6,34.21,1437.4,140.59,1278.3,95.42,1149.26
1460937600,79.25,586.25,45.43,588.25,18.96,1128.18,49.1,838.61,34.29,1437.58,141.1,1278.57,95.31,1149.14
1461024000,79.5,586.4,45.36,588.18,18.98,1128.28,49.02,838.59,34.37,1437.75,141.4,1278.73,95.48,1149.07
1461110400,79.73,586.54,45.3,588.11,18.98,1128.37,48.96,838.47,34.42,1437.85,140.77,1278.39,95.54,1149.18
1461196800,79.83,586.6,45.37,588.19,18.94,1128.32,48.78,838.38,34.49,1438,140.71,1278.36,95.4,1149.22
1461283200,79.79,586.57,45.6,588.42,18.89,1128.21,48.58,838.11,34.56,1438.14,141.02,1278.53,95.21,1149.13
1461369600,79.75,586.55,45.8,588.61,18.82,1128.07,48.36,837.81,34.63,1438.29,141.3,1278.68,94.98,1149
1461456000,79.73,586.54,45.95,588.77,18.73,1127.9,48.13,837.48,34.68,1438.39,141.52,1278.8,94.72,1148.85
1461542400,79.66,586.5,46.09,588.91,18.68,1127.65,48.04,837.14,34.73,1438.5,141.73,1278.92,94.55,1148.68
1461628800,79.56,586.43,46.25,589.07,18.63,1127.45,48.03,837.01,34.8,1438.63,142.07,1279.1,94.42,1148.57
1461715200,79.51,586.4,46.36,589.18,18.44,1127.39,48.13,837,34.79,1438.61,142.18,1279.16,94.21,1148.49
1461801600,79.55,586.43,46.39,589.21,18.19,1126.84,48.53,837.15,34.84,1438.73,142.32,1279.23,93.95,1148.34
1461888000,79.62,586.47,46.43,589.25,17.94,1126.19,48.76,837.74,34.92,1438.89,142.09,1279.11,93.69,1148.17
1461974400,79.7,586.52,46.47,589.28,17.72,1125.48,48.72,838.08,35,1439.06,142.03,1279.08,93.5,1148.01
1462060800,79.79,586.57,46.51,589.32,17.65,1124.82,48.74,838.02,35.09,1439.23,142.27,1279.21,93.59,1147.88
1462147200,79.92,586.65,46.64,589.46,17.77,1124.48,48.75,838.05,35.19,1439.43,142.65,1279.41,93.98,1147.94
1462233600,80,586.7,46.85,589.67,17.99,1124.91,48.85,838.06,35.17,1439.38,143,1279.6,94.37,1148.19
1462320000,80.05,586.72,47.05,589.87,18.28,1125.46,48.92,838.21,35.1,1439.25,142.85,1279.52,94.74,1148.45
1462406400,80.04,586.72,47.22,590.04,18.66,1126.37,48.98,838.32,35.08,1439.22,142.88,1279.53,95.18,1148.7
1462492800,80.27,586.86,47.34,590.15,19.3,1127.32,49.05,838.41,35.14,1439.33,143.07,1279.64,95.65,1148.98
1462579200,80.59,587.05,47.4,590.21,19.64,1129,49.09,838.52,35.36,1439.77,143.39,1279.81,96.06,1149.29
1462665600,80.88,587.22,47.34,590.16,19.67,1130.22,49.06,838.58,35.47,1440.06,143.6,1279.92,96.42,1149.56
1462752000,80.99,587.28,47.33,590.14,19.66,1130.23,48.99,838.53,35.47,1440.16,143.63,1279.94,96.73,1149.8
1462838400,80.99,587.29,47.36,590.17,19.66,1130.22,48.91,838.42,35.47,1440.19,143.64,1279.94,97.01,1150
1462924800,81,587.29,47.35,590.16,19.64,1130.22,48.82,838.3,35.47,1440.21,143.6,1279.92,97.22,1150.18
1463011200,80.98,587.28,47.33,590.15,19.66,1130.22,48.76,838.16,35.47,1440.25,143.51,1279.87,97.47,1150.31
1463097600,80.94,587.26,47.38,590.19,19.68,1130.17,48.7,838.08,35.47,1440.23,143.55,1279.89,97.75,1150.46
1463184000,80.85,587.2,47.42,590.23,19.66,1130.23,48.61,837.99,35.47,1440.25,143.6,1279.92,97.85,1150.63
1463270400,80.74,587.14,47.36,590.17,19.66,1130.23,48.63,837.86,35.46,1440.04,143.52,1279.88,97.87,1150.7
1463356800,80.58,587.04,47.32,590.13,19.56,1130.23,48.65,837.89,35.33,1439.7,143.4,1279.81,97.87,1150.71
1463443200,80.38,586.92,47.35,590.16,19.67,1130.2,48.74,837.92,35.19,1439.43,143.27,1279.74,97.75,1150.71
1463529600,80.35,586.9,47.36,590.17,19.62,1130.12,48.96,838.06,35.04,1439.14,143.09,1279.65,97.47,1150.64
1463616000,80.01,586.7,47.4,590.21,19.61,1130.1,49.02,838.37,34.95,1438.96,142.94,1279.57,97.23,1150.46
1463702400,79.88,586.63,47.36,590.17,19.61,1130.08,49.11,838.47,34.95,1438.96,142.83,1279.51,97.02,1150.31
1463788800,79.8,586.58,47.3,590.11,19.6,1130.07,49.19,838.6,34.98,1439.01,142.72,1279.45,96.85,1150.19
1463875200,79.7,586.52,47.25,590.06,19.59,1130.06,49.29,838.73,35.02,1439.1,142.57,1279.37,96.66,1150.07
1463961600,79.59,586.45,47.19,590.01,19.57,1130.04,49.08,838.87,35.07,1439.19,142.52,1279.34,96.47,1149.96
1464048000,79.54,586.42,47.07,589.89,19.57,1129.96,49.13,838.55,35.09,1439.23,142.64,1279.41,96.24,1149.83
1464134400,79.62,586.47,46.83,589.65,19.54,1129.93,49.17,838.63,35,1439.06,142.73,1279.45,96,1149.68
1464220800,79.75,586.55,46.49,589.3,19.53,1129.89,49.1,838.69,34.92,1438.9,142.65,1279.41,95.71,1149.53
1464307200,79.92,586.65,46.08,588.9,19.52,1129.83,49.13,838.59,34.84,1438.73,142.59,1279.38,95.38,1149.33
1464393600,80.06,586.73,45.68,588.49,19.5,1129.79,49.16,838.64,34.82,1438.68,142.45,1279.3,95.03,1149.12
1464480000,80.11,586.76,45.36,588.17,19.48,1129.75,49.23,838.68,34.82,1438.68,142.23,1279.18,94.65,1148.89
1464566400,80.15,586.78,45.2,588.02,19.45,1129.7,49.44,838.78,34.82,1438.69,142.03,1279.08,94.26,1148.64
1464652800,80.01,586.7,45.12,587.93,19.42,1129.62,49.59,839.09,34.71,1438.45,141.67,1278.88,93.83,1148.38
1464739200,79.82,586.59,45,587.81,19.36,1129.54,49.6,839.32,34.58,1438.19,141.36,1278.71,93.33,1148.09
1464825600,79.7,586.52,44.85,587.66,19.24,1129.35,49.52,839.34,34.55,1438.12,141.1,1278.58,92.93,1147.77
1464912000,79.58,586.44,44.68,587.49,18.88,1129.12,49.19,839.22,34.54,1438.1,140.86,1278.44,92.76,1147.51
1464998400,79.46,586.37,44.75,587.57,18.59,1128.27,48.96,838.73,34.52,1438.05,140.85,1278.44,92.85,1147.39
1465084800,79.55,586.43,45.12,587.93,18.73,1127.31,48.84,838.37,34.59,1438.2,141.18,1278.62,93.17,1147.46
1465171200,79.56,586.44,45.22,588.03,18.7,1127.47,48.78,838.2,34.72,1438.47,141.33,1278.7,93.23,1147.66
1465257600,79.53,586.41,45.12,587.93,18.59,1127.59,48.86,838.11,34.73,1438.5,141.23,1278.65,93.22,1147.7
1465344000,79.5,586.4,45.04,587.85,18.43,1127.26,48.71,838.23,34.73,1438.49,141.11,1278.58,93.11,1147.69
1465430400,79.53,586.41,44.81,587.62,18.26,1126.8,48.65,838.01,34.68,1438.38,140.84,1278.43,92.88,1147.62
1465516800,79.71,586.52,44.43,587.24,18.1,1126.34,48.83,837.92,34.63,1438.29,140.49,1278.24,92.44,1147.47
1465603200,79.71,586.52,44.32,587.12,17.95,1125.88,49,838.19,34.61,1438.24,140.17,1278.07,92,1147.18
1465689600,79.68,586.51,44.16,586.97,17.75,1125.44,49.13,838.44,34.58,1438.19,139.81,1277.87,91.56,1146.89
1465776000,79.64,586.48,43.98,586.79,17.58,1124.91,49.24,838.64,34.55,1438.12,139.46,1277.68,91.1,1146.6
1465862400,79.61,586.47,43.8,586.6,17.41,1124.4,49.24,838.79,34.52,1438.05,139.09,1277.47,90.63,1146.3
1465948800,79.57,586.44,43.59,586.39,17.2,1123.86,49.26,838.79,34.48,1437.98,138.62,1277.21,90.13,1145.99
1466035200,79.56,586.44,43.39,586.19,17.01,1123.27,49.2,838.83,34.45,1437.91,138.29,1277.02,89.62,1145.66
1466121600,79.55,586.43,43.18,585.98,16.81,1122.69,49.19,838.74,34.4,1437.81,137.99,1276.85,89.13,1145.33
1466208000,79.54,586.42,42.97,585.77,16.61,1122.09,49.16,838.72,34.36,1437.73,137.71,1276.69,88.68,1145.01
1466294400,79.54,586.42,42.75,585.55,16.42,1121.5,49.11,838.67,34.32,1437.63,137.41,1276.53,88.22,1144.7
1466380800,79.53,586.41,42.57,585.37,16.19,1120.93,49.16,838.6,34.15,1437.29,137.08,1276.34,87.78,1144.38
1466467200,79.5,586.4,42.45,585.25,15.99,1120.29,49.14,838.68,33.97,1436.92,136.81,1276.19,87.3,1144.07
1466553600,79.47,586.38,42.31,585.11,15.76,1119.65,49.11,838.65,33.8,1436.56,136.5,1276.02,86.83,1143.74
1466640000,79.44,586.36,42.15,584.95,15.54,1118.96,48.99,838.6,33.73,1436.41,136.17,1275.83,86.43,1143.42
1466726400,79.42,586.35,41.94,584.72,15.32,1118.26,48.84,838.43,33.67,1436.28,135.79,1275.62,86.13,1143.14
1466812800,79.41,586.34,41.72,584.49,15.1,1117.56,48.77,838.21,33.62,1436.17,135.3,1275.35,85.84,1142.93
1466899200,79.4,586.34,41.5,584.25,14.9,1116.86,48.77,838.09,33.56,1436.06,134.83,1275.08,85.49,1142.73
1466985600,79.42,586.35,41.27,583.99,14.65,1116.24,49.09,838.09,33.44,1435.8,134.46,1274.88,85.26,1142.49
1467072000,79.46,586.37,41.01,583.72,14.45,1115.46,49.24,838.58,33.31,1435.53,134.13,1274.69,85.29,1142.33
1467158400,79.46,586.38,40.75,583.43,14.26,1114.87,49.18,838.79,33.16,1435.22,133.67,1274.43,85.17,1142.35
1467244800,79.46,586.37,40.43,583.09,14.13,1114.22,49.15,838.71,32.99,1434.87,133.2,1274.17,85.01,1142.26
1467331200,79.5,586.4,40.09,582.73,14,1113.75,49.04,838.66,32.83,1434.55,132.72,1273.9,84.77,1142.15
1467417600,79.48,586.39,39.7,582.3,13.87,1113.32,48.91,838.5,32.76,1434.39,132.27,1273.65,84.55,1141.99
1467504000,79.46,586.37,39.28,581.86,13.74,1112.9,48.94,838.31,32.7,1434.26,131.78,1273.38,84.3,1141.84
1467590400,79.45,586.37,38.87,581.41,13.59,1112.47,49.08,838.36,32.64,1434.14,131.31,1273.11,83.91,1141.67
1467676800,79.44,586.36,38.51,581.02,13.47,1112.04,49.22,838.56,32.51,1433.87,130.82,1272.83,83.53,1141.39
1467763200,79.33,586.3,38.17,580.66,13.34,1111.61,49.24,838.77,32.32,1433.46,130.38,1272.58,83.26,1141.13
1467849600,79.33,586.3,37.84,580.3,13.24,1111.19,49.4,838.8,32.1,1432.97,129.94,1272.32,83.02,1140.94
1467936000,79.7,586.52,37.73,580.18,13.24,1110.86,49.82,839.03,31.88,1432.49,129.72,1272.19,82.9,1140.78
1468022400,80.18,586.8,38.23,580.72,13.28,1110.76,49.61,839.66,31.94,1432.62,129.95,1272.33,82.81,1140.7
1468108800,79.98,586.68,38.66,581.19,13.27,1110.92,49.11,839.34,32.07,1432.9,130.23,1272.49,82.63,1140.63
1468195200,79.69,586.51,38.93,581.48,13.2,1111.02,48.79,838.6,32.01,1432.78,130.29,1272.53,82.41,1140.51
1468281600,79.55,586.43,39,581.55,13.13,1110.79,48.65,838.13,31.87,1432.47,129.94,1272.32,82.15,1140.35
1468368000,79.49,586.39,38.87,581.41,13.05,1110.56,48.62,837.92,31.65,1432,129.51,1272.07,81.92,1140.18
1468454400,79.51,586.41,38.7,581.22,12.97,1110.3,48.62,837.87,31.41,1431.47,129.1,1271.83,81.68,1140.01
1468540800,79.52,586.41,38.43,580.94,12.89,1110.02,48.86,837.88,31.13,1430.86,128.69,1271.6,81.44,1139.85
1468627200,79.52,586.41,38.03,580.51,12.81,1109.74,48.99,838.23,30.71,1429.96,128.25,1271.34,81.13,1139.67
1468713600,79.52,586.41,37.67,580.11,12.74,1109.48,49.15,838.42,30.65,1429.83,127.89,1271.13,80.69,1139.45
1468800000,79.52,586.41,37.28,579.68,12.64,1109.23,49.12,838.67,30.53,1429.57,127.54,1270.93,80.24,1139.12
1468886400,79.49,586.39,36.89,579.22,12.56,1108.9,49.04,838.62,30.45,1429.4,127.4,1270.85,79.52,1138.8
1468972800,79.47,586.38,36.49,578.77,12.48,1108.63,48.96,838.5,30.37,1429.23,127.29,1270.78,78.77,1138.28
1469059200,79.47,586.38,36.06,578.28,12.39,1108.33,48.89,838.39,30.32,1429.11,127.24,1270.76,78.03,1137.74
1469145600,79.45,586.37,35.64,577.79,12.29,1108,48.81,838.28,30.27,1429,127.2,1270.73,77.24,1137.2
1469232000,79.42,586.35,35.21,577.3,12.18,1107.65,48.69,838.16,30.23,1428.91,127.14,1270.69,76.33,1136.63
1469318400,79.4,586.34,34.77,576.8,12.08,1107.29,48.65,837.97,30.16,1428.77,127.09,1270.67,75.58,1135.97
1469404800,79.4,586.34,34.35,576.32,11.93,1106.94,48.57,837.92,30.13,1428.69,127.11,1270.68,75.03,1135.43
1469491200,79.38,586.33,33.94,575.85,11.82,1106.47,48.5,837.8,30.02,1428.43,127.01,1270.62,74.78,1135.03
1469577600,79.37,586.32,33.52,575.36,11.69,1106.12,48.46,837.69,29.81,1427.96,126.45,1270.3,74.54,1134.84
1469664000,79.22,586.23,33.29,575.1,11.57,1105.65,48.42,837.63,29.59,1427.48,126.03,1270.05,74.31,1134.66
1469750400,78.81,585.98,33.41,575.24,11.43,1105.22,48.44,837.57,29.38,1426.99,125.64,1269.83,74.11,1134.49
1469836800,78.43,585.76,33.54,575.39,11.4,1104.77,48.29,837.6,29.28,1426.76,125.3,1269.63,74.05,1134.34
1469923200,78.15,585.6,33.81,575.7,11.48,1104.55,48.26,837.38,29.27,1426.73,125.07,1269.5,73.93,1134.29
1470009600,77.87,585.42,34.13,576.07,11.75,1104.74,48.29,837.34,29.25,1426.68,124.78,1269.33,73.92,1134.21
1470096000,77.62,585.28,34.5,576.49,11.87,1105.83,48.16,837.38,29.26,1426.72,124.76,1269.31,73.89,1134.2
1470182400,77.14,584.99,34.63,576.64,11.87,1106.46,48.03,837.19,29.2,1426.59,124.44,1269.13,73.74,1134.17
1470268800,76.76,584.75,34.72,576.74,11.82,1106.58,47.93,836.99,29.15,1426.47,124.06,1268.91,73.55,1134.06
1470355200,76.37,584.52,34.79,576.82,11.75,1106.47,47.84,836.85,29.02,1426.17,123.63,1268.66,73.36,1133.91
1470441600,75.99,584.28,34.86,576.9,11.66,1106.22,47.69,836.7,28.93,1425.97,123.29,1268.46,73.15,1133.77
1470528000,75.61,584.04,34.92,576.97,11.56,1105.91,47.54,836.48,28.87,1425.84,122.88,1268.22,72.92,1133.61
1470614400,75.23,583.81,34.94,576.99,11.45,1105.23,47.37,836.26,28.82,1425.71,122.43,1267.96,72.66,1133.44
1470700800,74.84,583.57,34.92,576.97,11.36,1104.86,47.46,836.01,28.75,1425.56,121.97,1267.68,72.49,1133.24
1470787200,74.54,583.38,35.05,577.12,11.24,1104.51,47.79,836.14,28.7,1425.46,121.68,1267.51,72.06,1133.12
1470873600,74.33,583.25,35.26,577.36,11.12,1104.1,48.08,836.64,28.57,1425.15,121.36,1267.31,71.85,1132.79
1470960000,74.07,583.09,35.44,577.57,11.01,1103.67,48.1,837.06,28.39,1424.74,121.17,1267.2,72.26,1132.63
1471046400,73.73,582.88,35.64,577.79,10.91,1103.25,47.85,837.09,28.38,1424.73,121.39,1267.33,72.37,1132.94
1471132800,73.39,582.67,35.87,578.06,10.79,1102.86,47.76,836.72,28.47,1424.92,121.61,1267.47,72.35,1133.02
1471219200,73.04,582.45,35.97,578.17,10.68,1102.52,47.6,836.59,28.44,1424.85,121.5,1267.4,72.24,1133.01
1471305600,72.71,582.24,36.02,578.24,10.55,1102.13,47.43,836.35,28.32,1424.58,121.34,1267.3,72.13,1132.92
1471392000,72.36,582.03,36.02,578.23,10.43,1101.67,47.4,836.1,28.28,1424.48,120.76,1266.96,71.84,1132.85
1471478400,72.01,581.81,36.03,578.24,10.31,1101.23,47.59,836.06,28.21,1424.33,120.43,1266.76,71.36,1132.62
1471564800,71.65,581.59,36,578.21,10.2,1100.82,47.62,836.34,28.1,1424.08,120.06,1266.54,70.98,1132.26
1471651200,71.3,581.37,35.96,578.16,10.08,1100.41,47.43,836.38,28.03,1423.94,119.66,1266.29,70.87,1131.98
1471737600,71.01,581.19,35.95,578.15,9.95,1099.99,47.43,836.11,28.01,1423.87,119.31,1266.08,70.68,1131.89
1471824000,70.69,580.99,35.96,578.16,9.85,1099.55,47.59,836.1,27.98,1423.8,118.97,1265.88,70.23,1131.75
1471910400,70.4,580.69,35.99,578.08,9.72,1099.17,47.69,836.34,27.94,1423.71,118.58,1265.64,69.78,1131.41
1471996800,70.04,580.59,35.97,578.18,9.58,1098.68,47.72,836.48,27.88,1423.58,118.07,1265.33,69.34,1131.07
1472083200,69.73,580.4,35.95,578.16,9.45,1098.16,47.81,836.54,27.84,1423.47,117.65,1265.08,68.92,1130.74
1472169600,69.38,580.18,35.89,578.08,9.31,1097.65,47.81,836.67,27.79,1423.35,117.21,1264.82,68.59,1130.42
1472256000,69.04,579.97,35.8,577.98,9.17,1097.15,47.66,836.66,27.74,1423.23,116.77,1264.55,68.35,1130.17
1472342400,68.73,579.77,35.72,577.88,9.02,1096.63,47.36,836.45,27.68,1423.1,116.3,1264.27,67.99,1129.99
1472428800,68.41,579.56,35.63,577.79,8.85,1096.1,47.04,836,27.62,1422.97,116.07,1264.13,67.42,1129.71
1472515200,68.07,579.34,35.53,577.67,8.7,1095.27,46.67,835.51,27.57,1422.83,116.05,1264.12,66.83,1129.25
1472601600,67.64,579.06,35.43,577.56,8.55,1094.71,46.36,834.96,27.5,1422.68,115.91,1264.04,66.23,1128.8
1472688000,67.32,578.86,35.35,577.46,8.41,1094.36,46.19,834.49,27.46,1422.57,115.85,1264,65.45,1128.33
1472774400,67.01,578.65,35.25,577.35,8.25,1093.78,46.18,834.23,27.42,1422.47,115.65,1263.88,64.76,1127.71
1472860800,66.68,578.44,35.14,577.23,8.1,1093.21,46.18,834.22,27.37,1422.37,115.19,1263.6,64.08,1127.17
1472947200,66.34,578.22,35.03,577.1,7.94,1092.63,46.24,834.21,27.32,1422.25,114.69,1263.3,63.27,1126.63
1473033600,66.04,578.02,34.92,576.97,7.76,1092.04,46.27,834.31,27.27,1422.13,114.19,1263,62.43,1126
1473120000,65.71,577.81,34.81,576.85,7.57,1091.32,45.94,834.36,27.22,1422.02,113.71,1262.7,61.69,1125.34
1473206400,65.28,577.53,34.71,576.73,7.41,1090.67,45.38,833.83,27.18,1421.91,113.43,1262.53,61.09,1124.75
1473292800,64.97,577.33,34.6,576.6,7.29,1089.97,44.9,832.99,27.08,1421.68,113.39,1262.5,60.48,1124.26
1473379200,64.65,577.12,34.5,576.49,7.14,1089.53,44.31,832.25,26.98,1421.45,113.35,1262.47,59.87,1123.76
1473465600,64.35,576.93,34.38,576.36,6.99,1088.95,43.64,831.33,26.91,1421.28,113.25,1262.41,59.13,1123.26
1473552000,64.04,576.73,34.27,576.23,6.82,1088.32,43.16,830.3,26.87,1421.18,113.2,1262.38,58.3,1122.65
1473638400,63.67,576.49,34.14,576.08,6.67,1087.69,43.12,829.54,26.82,1421.07,112.92,1262.21,57.36,1121.97
1473724800,63.34,576.28,34.01,575.93,6.51,1087.02,43.02,829.49,26.77,1420.95,112.43,1261.9,56.38,1121.21
1473811200,63.02,576.06,33.89,575.79,6.32,1086.36,43.01,829.32,26.71,1420.82,112.01,1261.64,55.23,1120.4
1473897600,62.53,575.75,33.86,575.75,6.15,1085.68,43.04,829.31,26.67,1420.7,111.52,1261.33,54.07,1119.43
1473984000,62.16,575.51,33.73,575.61,5.98,1084.99,43.12,829.36,26.58,1420.51,111.02,1261.02,53.23,1118.44
1474070400,61.87,575.32,33.55,575.4,5.84,1084.29,43.23,829.48,26.52,1420.37,110.54,1260.72,52.8,1117.72
1474156800,61.61,575.15,33.4,575.23,5.71,1083.62,43.45,829.65,26.48,1420.26,110.13,1260.46,53.26,1117.35
1474243200,61.42,575.03,33.29,575.1,5.56,1083.18,43.63,830.01,26.46,1420.21,109.86,1260.29,52.95,1117.74
1474329600,61.16,574.85,33.13,574.92,5.4,1082.61,43.75,830.29,26.42,1420.12,100.91,1251.9,52.16,1117.48
1474416000,60.9,574.67,32.98,574.73,5.24,1081.93,43.93,830.47,26.37,1419.99,108.94,1259.72,51.31,1116.8
1474502400,60.63,574.48,32.81,574.53,5.09,1081.25,44.09,830.75,26.31,1419.87,108.48,1259.43,50.58,1116.07
1474588800,60.34,574.28,32.64,574.32,4.98,1080.53,44.27,831,26.25,1419.73,108.04,1259.16,49.96,1115.44
1474675200,60.02,574.06,32.45,574.09,4.87,1080.01,44.43,831.27,26.2,1419.6,107.58,1258.87,49.4,1114.91
1474761600,59.69,573.83,32.26,573.85,4.75,1079.54,44.77,831.53,26.14,1419.47,107.09,1258.56,48.84,1114.41
1474848000,59.37,573.61,32.07,573.62,4.66,1079.03,45.05,832.04,26.08,1419.32,106.54,1258.22,48.43,1113.9
