Year,Variable,Unit,Commodity,Population,Production,Imports,Beginning stocks,Supply,Exports,Ending stocks,Amount,PccProc Amount,PccFresh Amount
1970,Vegetables for canning,Pounds,Asparagus,205.052,129.8,3.1,54.9,187.8,8.90834,56.90614978,121.9855102,,0.594900368
1971,Vegetables for canning,Pounds,Asparagus,207.661,134.4,6.6,56.90614978,197.9061498,8.90834,58.37257308,130.6252367,,0.629031145
1972,Vegetables for canning,Pounds,Asparagus,209.896,123.4,12,58.37257308,193.7725731,5.33596,59.8709049,128.5657082,,0.612521002
1973,Vegetables for canning,Pounds,Asparagus,211.909,123.6,15.3,59.8709049,198.7709049,4.54818,57.55462137,136.6681035,,0.644937702
1974,Vegetables for canning,Pounds,Asparagus,213.854,149.4,10.8,57.55462137,217.7546214,4.82307,100.2841987,112.6473526,,0.526748869
1975,Vegetables for canning,Pounds,Asparagus,215.973,86.4,9.8,100.2841987,196.4841987,6.08923,64.27530598,126.1196628,,0.583960323
1976,Vegetables for canning,Pounds,Asparagus,218.035,82.5,7.4,64.27530598,154.175306,3.42839,34.51525181,116.2316642,,0.533087184
1977,Vegetables for canning,Pounds,Asparagus,220.239,96.9,12.9,34.51525181,144.3152518,3.22371,41.68456165,99.40698016,,0.451359569
1978,Vegetables for canning,Pounds,Asparagus,222.585,86.46,7,41.68456165,135.1445616,4.12335,46.63511784,84.3860938,,0.379118511
1979,Vegetables for canning,Pounds,Asparagus,225.055,78.86,6.3,9.9,95.06,5.0203,54.3758963,35.6638037,,0.158467058
1980,Vegetables for canning,Pounds,Asparagus,227.726,69.08,9.8,22.01856,100.89856,5.50708,44.77937864,50.61210136,,0.222249991
1981,Vegetables for canning,Pounds,Asparagus,229.966,69.9,5,44.77937864,119.6793786,6.01094,26.842374,86.82606463,,0.377560442
1982,Vegetables for canning,Pounds,Asparagus,232.188,68.9,5.6,26.842374,101.342374,3.2879,31.91078108,66.14369293,,0.284871281
1983,Vegetables for canning,Pounds,Asparagus,234.307,67.9,3.6,31.91078108,103.4107811,2.873,31.21961554,69.31816554,,0.29584334
1984,Vegetables for canning,Pounds,Asparagus,236.348,66.94,8.029,31.21961554,106.1886155,2.593,28.44035519,75.15526034,,0.317985599
1985,Vegetables for canning,Pounds,Asparagus,238.466,67.66,6.404,28.44035519,102.5043552,1.915,31.35037133,69.23898386,,0.290351597
1986,Vegetables for canning,Pounds,Asparagus,240.651,58.66,6.2,31.35037133,96.21037133,1.708,24.16792,70.33445133,,0.292267438
1987,Vegetables for canning,Pounds,Asparagus,242.804,66.3,7.226,24.16792,97.69392,3.238,30.2991,64.15682,,0.264232962
1988,Vegetables for canning,Pounds,Asparagus,245.021,65.86,6.709,30.2991,102.8681,4.387,17.32118,81.15992,,0.331236588
1989,Vegetables for canning,Pounds,Asparagus,247.342,77.66,4.09215694,17.32118,99.07333694,3.765,20.42458,74.88375694,,0.302753907
1990,Vegetables for canning,Pounds,Asparagus,250.132,76.74,2.35814166,20.42458,99.52272166,4.65227114,20.18262,74.68783052,,0.298593665
1991,Vegetables for canning,Pounds,Asparagus,253.493,70.8,2.16033208,20.18262,93.14295208,3.809389,18.6204,70.71316308,,0.278955092
1992,Vegetables for canning,Pounds,Asparagus,256.894,77.34,1.960052,18.6204,97.920452,3.904,20.34042,73.676032,,0.286795456
1993,Vegetables for canning,Pounds,Asparagus,260.255,70.8,4.08731842,20.34042,95.22773842,3.97835168,18.6204,72.62898674,,0.279068555
1994,Vegetables for canning,Pounds,Asparagus,263.436,67.72,2.2412071,18.6204,88.5816071,5.65718636,17.81036,65.11406074,,0.247172219
1995,Vegetables for canning,Pounds,Asparagus,266.557,75.1,1.82603256,17.81036,94.73639256,5.59505298,19.7513,69.39003958,,0.260319705
1996,Vegetables for canning,Pounds,Asparagus,269.667,70.06,3.0475722,19.7513,92.8588722,8.73702512,18.42578,65.69606708,,0.243619231
1997,Vegetables for canning,Pounds,Asparagus,272.912,56.82,2.56873318,18.42578,77.81451318,10.91347218,14.94366,51.957381,,0.190381445
1998,Vegetables for canning,Pounds,Asparagus,276.115,57.98,3.23676614,14.94366,76.16042614,8.45853694,15.24874,52.4531492,,0.189968488
1999,Vegetables for canning,Pounds,Asparagus,279.295,61.14,2.59901724,15.24874,78.98775724,3.93207952,16.07982,58.97585772,,0.211159733
2000,Vegetables for canning,Pounds,Asparagus,282.385,63,4.45580844,16.07982,83.53562844,4.70078932,16.569,62.26583912,,0.220499811
2001,Vegetables for canning,Pounds,Asparagus,285.309019,59.4,3.44808722,16.569,79.41708722,1.64474056,15.6222,62.15014666,,0.217834497
2002,Vegetables for canning,Pounds,Asparagus,288.104818,52.3,4.6771872,15.6222,72.5993872,1.6082833,13.7549,57.2362039,,0.198664515
2003,Vegetables for canning,Pounds,Asparagus,290.819634,57.3,12.63927386,13.7549,83.69417386,1.72817636,15.0699,66.8960975,,0.23002607
2004,Vegetables for canning,Pounds,Asparagus,293.463185,42.6,14.81231448,15.0699,72.48221448,1.359476718,11.2038,59.91893776,,0.204178721
2005,Vegetables for canning,Pounds,Asparagus,296.186216,32.2,22.61226004,11.2038,66.01606004,1.04456064,8.4686,56.5028994,,0.19076816
2006,Vegetables for canning,Pounds,Asparagus,298.995825,16,32.86605502,8.4686,57.33465502,0.943204382,4.208,52.18345064,,0.174529028
2007,Vegetables for canning,Pounds,Asparagus,302.003917,11.8,31.10069872,4.208,47.10869872,0.698971949,3.1034,43.30632678,,0.143396573
2008,Vegetables for canning,Pounds,Asparagus,304.797761,14.2,49.74915015,3.1034,67.05255015,0.433806076,3.7346,62.88414408,,0.206314324
2009,Vegetables for canning,Pounds,Asparagus,307.439406,10.2,38.33376576,3.7346,52.26836576,0.699028431,2.6826,48.88673733,,0.159012594
2010,Vegetables for canning,Pounds,Asparagus,309.76667,4.2,28.06924719,2.6826,34.95184719,0.64126849,1.1046,33.2059787,,0.107196745
2011,Vegetables for canning,Pounds,Asparagus,312.138672,6.2,36.24698177,1.1046,43.55158177,0.233110787,1.6306,41.68787098,,0.133555611
2012,Vegetables for canning,Pounds,Asparagus,314.334945,4.4,37.55499499,1.6306,43.58559499,0.718229746,1.1572,41.71016524,,0.132693377
2013,Vegetables for canning,Pounds,Asparagus,316.505959,4.4,30.69990794,1.1572,36.25710794,0.264765118,1.1572,34.83514282,,0.11006157
2014,Vegetables for canning,Pounds,Asparagus,318.839403,4,18.40534326,1.1572,23.56254326,0.230337772,1.052,22.28020549,,0.069879084
2015,Vegetables for canning,Pounds,Asparagus,321.132158,4.6,16.55480887,1.052,22.20680887,0.314633666,1.2098,20.6823752,,0.06440456
1970,Vegetables for canning,Pounds,Lima beans,205.052,46.9,,,46.9,,,46.9,,0.22872247
1971,Vegetables for canning,Pounds,Lima beans,207.661,51.8,,,51.8,,,51.8,,0.249445009
1972,Vegetables for canning,Pounds,Lima beans,209.896,44.1,,,44.1,,,44.1,,0.210104052
1973,Vegetables for canning,Pounds,Lima beans,211.909,52.4,,,52.4,,,52.4,,0.247275953
1974,Vegetables for canning,Pounds,Lima beans,213.854,36.5,,,36.5,,,36.5,,0.170677191
1975,Vegetables for canning,Pounds,Lima beans,215.973,59.8,,,59.8,,,59.8,,0.276886463
1976,Vegetables for canning,Pounds,Lima beans,218.035,38.9,,,38.9,,,38.9,,0.178411723
1977,Vegetables for canning,Pounds,Lima beans,220.239,39,,,39,,,39,,0.177080354
1978,Vegetables for canning,Pounds,Lima beans,222.585,50.1,,,50.1,,,50.1,,0.225082553
1979,Vegetables for canning,Pounds,Lima beans,225.055,48.7,,,48.7,,,48.7,,0.216391549
1980,Vegetables for canning,Pounds,Lima beans,227.726,35.68,,,35.68,,,35.68,,0.156679518
1981,Vegetables for canning,Pounds,Lima beans,229.966,38.6,,,38.6,,,38.6,,0.1678509
1982,Vegetables for canning,Pounds,Lima beans,232.188,52.31960191,,,52.31960191,,,52.31960191,,0.225332928
1983,Vegetables for canning,Pounds,Lima beans,234.307,36.23619369,,,36.23619369,,,36.23619369,,0.15465263
1984,Vegetables for canning,Pounds,Lima beans,236.348,50.42801769,,,50.42801769,,,50.42801769,,0.21336342
1985,Vegetables for canning,Pounds,Lima beans,238.466,49.92030031,,,49.92030031,,,49.92030031,,0.209339278
1986,Vegetables for canning,Pounds,Lima beans,240.651,33.07239553,,,33.07239553,,,33.07239553,,0.137428872
1987,Vegetables for canning,Pounds,Lima beans,242.804,36.90835758,,,36.90835758,,,36.90835758,,0.152008853
1988,Vegetables for canning,Pounds,Lima beans,245.021,29.10276452,,,29.10276452,,,29.10276452,,0.118776613
1989,Vegetables for canning,Pounds,Lima beans,247.342,34.42593412,,,34.42593412,,,34.42593412,,0.139183536
1990,Vegetables for canning,Pounds,Lima beans,250.132,30.08113142,,,30.08113142,,,30.08113142,,0.120261028
1991,Vegetables for canning,Pounds,Lima beans,253.493,22.98207426,,,22.98207426,,,22.98207426,,0.090661574
1992,Vegetables for canning,Pounds,Lima beans,256.894,15.84,,,15.84,,,15.84,,0.061659673
1993,Vegetables for canning,Pounds,Lima beans,260.255,12.98,,,12.98,,,12.98,,0.049874162
1994,Vegetables for canning,Pounds,Lima beans,263.436,23.9,,,23.9,,,23.9,,0.090724123
1995,Vegetables for canning,Pounds,Lima beans,266.557,18.94,,,18.94,,,18.94,,0.071054221
1996,Vegetables for canning,Pounds,Lima beans,269.667,20.54,,,20.54,,,20.54,,0.076168015
1997,Vegetables for canning,Pounds,Lima beans,272.912,28.14,,,28.14,,,28.14,,0.10311016
1998,Vegetables for canning,Pounds,Lima beans,276.115,29.18,,,29.18,,,29.18,,0.105680604
1999,Vegetables for canning,Pounds,Lima beans,279.295,16.76,,,16.76,,,16.76,,0.060008235
2000,Vegetables for canning,Pounds,Lima beans,282.385,16.26,,,16.26,,,16.26,,0.057580962
2001,Vegetables for canning,Pounds,Lima beans,285.309019,16.32,,,16.32,,,16.32,,0.057201136
2002,Vegetables for canning,Pounds,Lima beans,288.104818,16.46,,,16.46,,,16.46,,0.057131985
2003,Vegetables for canning,Pounds,Lima beans,290.819634,11.16,,,11.16,,,11.16,,0.0383743
2004,Vegetables for canning,Pounds,Lima beans,293.463185,9.3,,,9.3,,,9.3,,0.031690517
2005,Vegetables for canning,Pounds,Lima beans,296.186216,10.68,,,10.68,,,10.68,,0.036058396
2006,Vegetables for canning,Pounds,Lima beans,298.995825,10.94,,,10.94,,,10.94,,0.03658914
2007,Vegetables for canning,Pounds,Lima beans,302.003917,8.26,,,8.26,,,8.26,,0.027350639
2008,Vegetables for canning,Pounds,Lima beans,304.797761,10.04,,,10.04,,,10.04,,0.032939875
2009,Vegetables for canning,Pounds,Lima beans,307.439406,8.98,,,8.98,,,8.98,,0.029209008
2010,Vegetables for canning,Pounds,Lima beans,309.76667,10.78,,,10.78,,,10.78,,0.034800387
2011,Vegetables for canning,Pounds,Lima beans,312.138672,7.14,,,7.14,,,7.14,,0.022874449
2012,Vegetables for canning,Pounds,Lima beans,314.334945,9.34,,,9.34,,,9.34,,0.029713527
2013,Vegetables for canning,Pounds,Lima beans,316.505959,17.08,,,17.08,,,17.08,,0.053964229
2014,Vegetables for canning,Pounds,Lima beans,318.839403,11.02,,,11.02,,,11.02,,0.034562855
2015,Vegetables for canning,Pounds,Lima beans,321.132158,10.75,,,10.75,,,10.75,,0.033475315
1970,Vegetables for canning,Pounds,Snap beans,205.052,875.4,0.5,,875.9,3.6,644,228.3,,1.113376119
1971,Vegetables for canning,Pounds,Snap beans,207.661,913.7,0.7,644,1558.4,2.2,608.9,947.3,,4.561761717
1972,Vegetables for canning,Pounds,Snap beans,209.896,924.2,0.8,608.9,1533.9,2.6,562.3,969,,4.616572017
1973,Vegetables for canning,Pounds,Snap beans,211.909,1095,1.1,562.3,1658.4,3.1,616.3,1039,,4.903048006
1974,Vegetables for canning,Pounds,Snap beans,213.854,1172,1,616.3,1789.3,5.7,742,1041.6,,4.870612661
1975,Vegetables for canning,Pounds,Snap beans,215.973,1061.2,0.8,742,1804,4.4,839.3,960.3,,4.446389132
1976,Vegetables for canning,Pounds,Snap beans,218.035,933.2,0.8,839.3,1773.3,25.2,685.1,1063,,4.875364047
1977,Vegetables for canning,Pounds,Snap beans,220.239,1037.8,0.8,685.1,1723.7,18,645,1060.7,,4.816131566
1978,Vegetables for canning,Pounds,Snap beans,222.585,1086.1,1.2,645,1732.3,17.7,641.7,1072.9,,4.820181054
1979,Vegetables for canning,Pounds,Snap beans,225.055,1203.5,1.6,641.7,1846.8,15.2,765.8,1065.8,,4.735731266
1980,Vegetables for canning,Pounds,Snap beans,227.726,1087.3,1.4,765.8,1854.5,13.8,803.6,1037.1,,4.554157189
1981,Vegetables for canning,Pounds,Snap beans,229.966,975.3,1.1,803.6,1780,15,698.7,1066.3,,4.636772392
1982,Vegetables for canning,Pounds,Snap beans,232.188,900.1,0.9,698.7,1599.7,17.9,607.7,974.1,,4.195307251
1983,Vegetables for canning,Pounds,Snap beans,234.307,817.9,1.6,607.7,1427.2,11.1,465.6,950.5,,4.056643634
1984,Vegetables for canning,Pounds,Snap beans,236.348,929.1,3.6,465.6,1398.3,11.3,518.5,868.5,,3.67466617
1985,Vegetables for canning,Pounds,Snap beans,238.466,978.4,11.7,518.5,1508.6,10.8,601.9,895.9,,3.756929709
1986,Vegetables for canning,Pounds,Snap beans,240.651,840.2,10.3,601.9,1452.4,12.3,511.7,928.4,,3.857868864
1987,Vegetables for canning,Pounds,Snap beans,242.804,961.6,3.5,511.7,1476.8,10.2,553.9,912.7,,3.758999028
1988,Vegetables for canning,Pounds,Snap beans,245.021,801.3,4.3,553.9,1359.5,11.8,420.7,927,,3.783349182
1989,Vegetables for canning,Pounds,Snap beans,247.342,1193.8,5.6,420.7,1620.1,10.4,653,956.7,,3.867923765
1990,Vegetables for canning,Pounds,Snap beans,250.132,1038,5.2,653,1696.2,8,764.9,923.3,,3.691251019
1991,Vegetables for canning,Pounds,Snap beans,253.493,1079.4,4.2,764.9,1848.5,17.8,804.5,1026.2,,4.048238018
1992,Vegetables for canning,Pounds,Snap beans,256.894,908.7,5.2,804.5,1718.4,10.1,685.9,1022.4,,3.979851612
1993,Vegetables for canning,Pounds,Snap beans,260.255,857.8,12.9,685.9,1556.6,7.5,518.6,1030.5,,3.959578106
1994,Vegetables for canning,Pounds,Snap beans,263.436,1076.1,19.3,518.6,1614,6.7,607.4,999.9,,3.795608801
1995,Vegetables for canning,Pounds,Snap beans,266.557,953.5,16.5,607.4,1577.4,4.4,632.9,940.1,,3.526825407
1996,Vegetables for canning,Pounds,Snap beans,269.667,1073.4,17.1,632.9,1723.4,4.6,681.6,1037.2,,3.846225159
1997,Vegetables for canning,Pounds,Snap beans,272.912,943.9,23.6,681.6,1649.1,5,651.3,992.8,,3.637802662
1998,Vegetables for canning,Pounds,Snap beans,276.115,940.6,31.7,651.3,1623.6,6.8,581.1,1035.7,,3.750973326
1999,Vegetables for canning,Pounds,Snap beans,279.295,1056.2,34.2,581.1,1671.5,7,640.7,1023.8,,3.665658175
2000,Vegetables for canning,Pounds,Snap beans,282.385,1181.74,29.20306733,640.7,1851.643067,9.315859264,709.044,1133.283208,,4.01325569
2001,Vegetables for canning,Pounds,Snap beans,285.309019,868.24,32.06862881,709.044,1609.352629,9.69926628,520.944,1078.709363,,3.780845647
2002,Vegetables for canning,Pounds,Snap beans,288.104818,1069.42,27.26578012,520.944,1617.62978,8.066203144,641.652,967.911577,,3.359581362
2003,Vegetables for canning,Pounds,Snap beans,290.819634,1006.94,32.08436828,641.652,1680.676368,6.632010152,604.164,1069.880358,,3.678845006
2004,Vegetables for canning,Pounds,Snap beans,293.463185,1147.92,35.39664354,604.164,1787.480644,3.300532248,688.752,1095.428111,,3.732761611
2005,Vegetables for canning,Pounds,Snap beans,296.186216,1160.62,34.23847729,688.752,1883.610477,2.514060608,696.372,1184.724417,,3.999930965
2006,Vegetables for canning,Pounds,Snap beans,298.995825,1080.22,55.10373284,696.372,1831.695733,6.134548054,648.132,1177.429185,,3.937945236
2007,Vegetables for canning,Pounds,Snap beans,302.003917,967.52,39.54608224,648.132,1655.198082,13.36909677,580.512,1061.316985,,3.514249073
2008,Vegetables for canning,Pounds,Snap beans,304.797761,1046.08,32.40813722,580.512,1659.000137,15.80198864,627.648,1015.550149,,3.331881918
2009,Vegetables for canning,Pounds,Snap beans,307.439406,1189.28,28.86142999,627.648,1845.78943,16.95308412,713.568,1115.268346,,3.627603762
2010,Vegetables for canning,Pounds,Snap beans,309.76667,1019.56,33.10065245,713.568,1766.228652,17.14711273,611.736,1137.34554,,3.671620125
2011,Vegetables for canning,Pounds,Snap beans,312.138672,913.08,27.57146825,611.736,1552.387468,17.27982258,547.848,987.2596457,,3.162887954
2012,Vegetables for canning,Pounds,Snap beans,314.334945,911.66,29.86486278,547.848,1489.372863,20.7017869,546.996,921.6750759,,2.932143214
2013,Vegetables for canning,Pounds,Snap beans,316.505959,850.22,37.13569954,546.996,1434.3517,16.41385611,510.132,907.8058434,,2.868210906
2014,Vegetables for canning,Pounds,Snap beans,318.839403,889.52,38.76181899,510.132,1438.413819,18.47627261,533.712,886.2255464,,2.779535835
2015,Vegetables for canning,Pounds,Snap beans,321.132158,995.62,31.98935183,533.712,1561.321352,17.426385,597.372,946.5229668,,2.94745619
1970,Vegetables for canning,Pounds,Beets,205.052,411.3,,233.4,644.7,,281.2,363.5,,1.772721066
1971,Vegetables for canning,Pounds,Beets,207.661,379.5,,281.2,660.7,,237.5,423.2,,2.03793683
1972,Vegetables for canning,Pounds,Beets,209.896,329.8,,237.5,567.3,,148.1,419.2,,1.997179556
1973,Vegetables for canning,Pounds,Beets,211.909,401.7,,148.1,549.8,,150.8,399,,1.882883691
1974,Vegetables for canning,Pounds,Beets,213.854,482.2,,150.8,633,,256.9,376.1,,1.75867648
1975,Vegetables for canning,Pounds,Beets,215.973,462.2,,256.9,719.1,,344.2,374.9,,1.735865131
1976,Vegetables for canning,Pounds,Beets,218.035,314.7,,344.2,658.9,,255.8,403.1,,1.848785745
1977,Vegetables for canning,Pounds,Beets,220.239,412.4,,255.8,668.2,,229.9,438.3,,1.990110743
1978,Vegetables for canning,Pounds,Beets,222.585,443.2,,229.9,673.1,,250,423.1,,1.900846867
1979,Vegetables for canning,Pounds,Beets,225.055,499.44,,250,749.44,,360.8,388.64,,1.726866766
1980,Vegetables for canning,Pounds,Beets,227.726,410.74,,360.8,771.54,,357.2,414.34,,1.819467255
1981,Vegetables for canning,Pounds,Beets,229.966,311.4,,357.2,668.6,,297.3,371.3,,1.614586504
1982,Vegetables for canning,Pounds,Beets,232.188,318.5709091,,297.3,615.8709091,,299.1,316.7709091,,1.364286307
1983,Vegetables for canning,Pounds,Beets,234.307,258.0338843,,299.1,557.1338843,,253.4,303.7338843,,1.296307342
1984,Vegetables for canning,Pounds,Beets,236.348,259.2641923,,253.4,512.6641923,,204.9,307.7641923,,1.302165419
1985,Vegetables for canning,Pounds,Beets,238.466,263.6175302,,204.9,468.5175302,,241.7,226.8175302,,0.951152492
1986,Vegetables for canning,Pounds,Beets,240.651,249.2899862,,241.7,490.9899862,,212.6,278.3899862,,1.1568204
1987,Vegetables for canning,Pounds,Beets,242.804,259.7980039,,212.6,472.3980039,,259.8,212.5980039,,0.875595146
1988,Vegetables for canning,Pounds,Beets,245.021,250.2023507,,,250.2023507,,,250.2023507,,1.021146558
1989,Vegetables for canning,Pounds,Beets,247.342,238.8680874,,,238.8680874,,,238.8680874,,0.965740098
1990,Vegetables for canning,Pounds,Beets,250.132,255.9325423,,,255.9325423,,,255.9325423,,1.023189925
1991,Vegetables for canning,Pounds,Beets,253.493,239.5692864,,,239.5692864,,,239.5692864,,0.945072591
1992,Vegetables for canning,Pounds,Beets,256.894,235.44,,,235.44,,,235.44,,0.916486956
1993,Vegetables for canning,Pounds,Beets,260.255,216.42,,,216.42,,,216.42,,0.831569038
1994,Vegetables for canning,Pounds,Beets,263.436,299.24,,,299.24,,,299.24,,1.135911569
1995,Vegetables for canning,Pounds,Beets,266.557,300,,,300,,,300,,1.125462847
1996,Vegetables for canning,Pounds,Beets,269.667,251.74,,,251.74,,,251.74,,0.933521714
1997,Vegetables for canning,Pounds,Beets,272.912,244,,,244,,,244,,0.894061089
1998,Vegetables for canning,Pounds,Beets,276.115,207.06,,,207.06,,,207.06,,0.749904931
1999,Vegetables for canning,Pounds,Beets,279.295,234.4,,,234.4,,,234.4,,0.839255984
2000,Vegetables for canning,Pounds,Beets,282.385,226.32,,,226.32,,,226.32,,0.801460196
2001,Vegetables for canning,Pounds,Beets,285.309019,222.36,,,222.36,,,222.36,,0.779365478
2002,Vegetables for canning,Pounds,Beets,288.104818,134.444,,,134.444,,,134.444,,0.466649607
2003,Vegetables for canning,Pounds,Beets,290.819634,160.2212174,,,160.2212174,,,160.2212174,,0.55092985
2004,Vegetables for canning,Pounds,Beets,293.463185,188.7294783,,,188.7294783,,,188.7294783,,0.643111259
2005,Vegetables for canning,Pounds,Beets,296.186216,169.0851304,,,169.0851304,,,169.0851304,,0.570874407
2006,Vegetables for canning,Pounds,Beets,298.995825,120.2617391,,,120.2617391,,,120.2617391,,0.402218791
2007,Vegetables for canning,Pounds,Beets,302.003917,126.6,,,126.6,,,126.6,,0.419199861
2008,Vegetables for canning,Pounds,Beets,304.797761,163.8766667,,,163.8766667,,,163.8766667,,0.498936517
2009,Vegetables for canning,Pounds,Beets,307.439406,142.9185673,,,142.9185673,,,142.9185673,,0.466183871
2010,Vegetables for canning,Pounds,Beets,309.76667,136.0147953,,,136.0147953,,,136.0147953,,0.475297908
2011,Vegetables for canning,Pounds,Beets,312.138672,138.2797206,,,138.2797206,,,138.2797206,,0.517152969
2012,Vegetables for canning,Pounds,Beets,314.334945,130.2240632,,,130.2240632,,,130.2240632,,0.556266541
2013,Vegetables for canning,Pounds,Beets,316.505959,,,,,,,,,0.530727675
2014,Vegetables for canning,Pounds,Beets,318.839403,,,,,,,,,0.538267638
2015,Vegetables for canning,Pounds,Beets,321.132158,,,,,,,,,0.534387188
1970,Vegetables for canning,Pounds,Cabbage for sauerkraut,205.052,532.2,0.1,,532.3,,422.7,109.6,,0.534498566
1971,Vegetables for canning,Pounds,Cabbage for sauerkraut,207.661,469.9,0.2,422.7,892.8,,380.3,512.5,,2.467964615
1972,Vegetables for canning,Pounds,Cabbage for sauerkraut,209.896,396.2,0.3,380.3,776.8,,317.9,458.9,,2.186320845
1973,Vegetables for canning,Pounds,Cabbage for sauerkraut,211.909,438.3,0.3,317.9,756.5,,305.2,451.3,,2.129687743
1974,Vegetables for canning,Pounds,Cabbage for sauerkraut,213.854,562.9,0.4,305.2,868.5,,383.9,484.6,,2.266031966
1975,Vegetables for canning,Pounds,Cabbage for sauerkraut,215.973,479.5,0.2,383.9,863.6,,420.2,443.4,,2.053034407
1976,Vegetables for canning,Pounds,Cabbage for sauerkraut,218.035,464.1,0.4,420.2,884.7,,400.9,483.8,,2.218909808
1977,Vegetables for canning,Pounds,Cabbage for sauerkraut,220.239,469.5,0.5,400.9,870.9,,389.1,481.8,,2.187623445
1978,Vegetables for canning,Pounds,Cabbage for sauerkraut,222.585,435.6,0.2,389.1,824.9,,359.8,465.1,,2.089538828
1979,Vegetables for canning,Pounds,Cabbage for sauerkraut,225.055,475.6,0.4,359.8,835.8,,372.6,463.2,,2.05816356
1980,Vegetables for canning,Pounds,Cabbage for sauerkraut,227.726,418,0.3,372.6,790.9,,338.8,452.1,,1.985280556
1981,Vegetables for canning,Pounds,Cabbage for sauerkraut,229.966,492.2,0.3,338.8,831.3,,365.2,466.1,,2.026821356
1982,Vegetables for canning,Pounds,Cabbage for sauerkraut,232.188,440.2,0.8,365.2,806.2,,412.1,394.1,,1.697331473
1983,Vegetables for canning,Pounds,Cabbage for sauerkraut,234.307,302.7,1.8,412.1,716.6,,229.6,487,,2.0784697
1984,Vegetables for canning,Pounds,Cabbage for sauerkraut,236.348,433.6,2.7,229.6,665.9,,264.7,401.2,,1.697496911
1985,Vegetables for canning,Pounds,Cabbage for sauerkraut,238.466,426.8,3.1,264.7,694.6,,314.8,379.8,,1.592679879
1986,Vegetables for canning,Pounds,Cabbage for sauerkraut,240.651,315.4,3.2,314.8,633.4,,260.3,373.1,,1.550377933
1987,Vegetables for canning,Pounds,Cabbage for sauerkraut,242.804,379,2.8,260.3,642.1,,250.9,391.2,,1.611176093
1988,Vegetables for canning,Pounds,Cabbage for sauerkraut,245.021,324.5,2.2,250.9,577.6,,226.3,351.3,,1.433754658
1989,Vegetables for canning,Pounds,Cabbage for sauerkraut,247.342,374.5,7.9,226.3,608.7,2.2,289.2,317.3,,1.282839146
1990,Vegetables for canning,Pounds,Cabbage for sauerkraut,250.132,315.4,3.6,289.2,608.2,5.1,304.5,298.6,,1.19376969
1991,Vegetables for canning,Pounds,Cabbage for sauerkraut,253.493,324.5,1.6,304.5,630.6,6.7,260,363.9,,1.435542599
1992,Vegetables for canning,Pounds,Cabbage for sauerkraut,256.894,331,2,260,593,14.3,284.1,294.6,,1.146776491
1993,Vegetables for canning,Pounds,Cabbage for sauerkraut,260.255,269,3.9,284.1,557,15.5,189.4,352.1,,1.352903883
1994,Vegetables for canning,Pounds,Cabbage for sauerkraut,263.436,369.9,12,189.4,571.3,16.1,232.4,322.8,,1.225345055
1995,Vegetables for canning,Pounds,Cabbage for sauerkraut,266.557,347.7,3.5,232.4,583.6,14.7,203.1,365.8,,1.372314364
1996,Vegetables for canning,Pounds,Cabbage for sauerkraut,269.667,283.8,2.9,203.1,489.8,20.4,202.8,266.6,,0.988626714
1997,Vegetables for canning,Pounds,Cabbage for sauerkraut,272.912,367.3,3.7,202.8,573.8,36,145.8,392,,1.436360439
1998,Vegetables for canning,Pounds,Cabbage for sauerkraut,276.115,345.1,4.9,145.8,495.8,14.6,99.7,381.5,,1.381670681
1999,Vegetables for canning,Pounds,Cabbage for sauerkraut,279.295,355.8,5.9,99.7,461.4,13.6,102.8,345,,1.235253048
2000,Vegetables for canning,Pounds,Cabbage for sauerkraut,282.385,416.54,5.821863762,102.8,525.1618638,17.0228946,120.3066944,387.8322748,,1.3734167
2001,Vegetables for canning,Pounds,Cabbage for sauerkraut,285.309019,348.72,5.791716359,120.3066944,474.8184108,18.60118932,95.71865961,360.4985618,,1.26353721
2002,Vegetables for canning,Pounds,Cabbage for sauerkraut,288.104818,350.2409973,8.773080173,95.71865961,454.7327371,19.18398322,96.13615165,339.4126022,,1.178087213
2003,Vegetables for canning,Pounds,Cabbage for sauerkraut,290.819634,315.9258273,8.229666588,96.13615165,420.2916455,16.08148213,86.71712756,317.4930358,,1.091718023
2004,Vegetables for canning,Pounds,Cabbage for sauerkraut,293.463185,329.1557001,10.07335215,86.71712756,425.9461798,17.41990078,90.34853869,318.1777403,,1.084216885
2005,Vegetables for canning,Pounds,Cabbage for sauerkraut,296.186216,381.84,9.24662882,90.34853869,481.4351675,17.36762942,104.8096266,359.2579115,,1.212946086
2006,Vegetables for canning,Pounds,Cabbage for sauerkraut,298.995825,363.3817176,10.46970768,104.8096266,478.6610519,17.663361,99.74309169,361.2545992,,1.208226233
2007,Vegetables for canning,Pounds,Cabbage for sauerkraut,302.003917,294.0079292,8.724149434,99.74309169,402.4751704,17.93489667,80.70097757,303.8392961,,1.006077335
2008,Vegetables for canning,Pounds,Cabbage for sauerkraut,304.797761,295.2139855,8.302695914,80.70097757,384.217659,17.66718185,81.0320228,285.5184543,,0.936747217
2009,Vegetables for canning,Pounds,Cabbage for sauerkraut,307.439406,306.8364737,7.808876976,81.0320228,395.6773735,19.60238356,84.22222982,291.8527601,,0.94930173
2010,Vegetables for canning,Pounds,Cabbage for sauerkraut,309.76667,320.3969052,10.83779515,84.22222982,415.4569301,18.44568306,87.94437458,309.0668725,,0.997740888
